seed,confirmatory_model_seed,candidate,phase,budget,strict_converged,converged_fraction,n_converged_channels,n_total_channels,state_relative_error,maximum_residual,maximum_velocity_norm,median_residual,median_velocity_norm,registered_tolerance,active_channel_steps,maximum_channel_steps,median_channel_steps,wall_time_seconds,audit_indices_json
29,True,width=8|trace=5|power=1,plus,60000,False,0.98984375,1267,1280,9.808033677361033e-06,6.047957614286191e-05,1.962638735953993e-05,1.864141480900627e-05,5.8328749226751276e-06,2e-05,7268525,60000,1687.5,10.83589360001497,"[3160, 108, 5784, 7132, 7266, 8352, 7921, 2396, 1892, 1725, 7834, 8496, 994, 1481, 2001, 6669, 786, 8688, 7797, 6705, 6704, 8977, 7843, 6530, 257, 4272, 2463, 5912, 8779, 3270, 6585, 5529, 9447, 5048, 6938, 5015, 6154, 4270, 3204, 2455, 5204, 1291, 2531, 7409, 1245, 7605, 516, 7172, 4008, 8160, 4552, 5340, 7460, 1127, 335, 1279, 3783, 1018, 136, 7851, 6739, 685, 7727, 9160, 9399, 7382, 8410, 7244, 9049, 8241, 9756, 2055, 2545, 9711, 8408, 8980, 384, 1652, 4996, 2353, 3422, 7214, 5953, 6018, 3366, 3824, 1526, 8272, 1424, 9866, 780, 2881, 3698, 5083, 2693, 3255, 9015, 963, 5479, 990, 2969, 2316, 3583, 7072, 521, 2234, 3122, 5615, 7588, 6574, 9852, 606, 6442, 583, 249, 4452, 1653, 7563, 1141, 8655, 9989, 9695, 8788, 3758, 6194, 9576, 4575, 3240]"
29,True,width=8|trace=5|power=1,minus,60000,False,0.98984375,1267,1280,1.004077952269454e-05,6.124277484782106e-05,1.9994005670982088e-05,1.8788213379065404e-05,5.879822256857982e-06,2e-05,7256250,60000,1675.0,9.445732299995143,"[3160, 108, 5784, 7132, 7266, 8352, 7921, 2396, 1892, 1725, 7834, 8496, 994, 1481, 2001, 6669, 786, 8688, 7797, 6705, 6704, 8977, 7843, 6530, 257, 4272, 2463, 5912, 8779, 3270, 6585, 5529, 9447, 5048, 6938, 5015, 6154, 4270, 3204, 2455, 5204, 1291, 2531, 7409, 1245, 7605, 516, 7172, 4008, 8160, 4552, 5340, 7460, 1127, 335, 1279, 3783, 1018, 136, 7851, 6739, 685, 7727, 9160, 9399, 7382, 8410, 7244, 9049, 8241, 9756, 2055, 2545, 9711, 8408, 8980, 384, 1652, 4996, 2353, 3422, 7214, 5953, 6018, 3366, 3824, 1526, 8272, 1424, 9866, 780, 2881, 3698, 5083, 2693, 3255, 9015, 963, 5479, 990, 2969, 2316, 3583, 7072, 521, 2234, 3122, 5615, 7588, 6574, 9852, 606, 6442, 583, 249, 4452, 1653, 7563, 1141, 8655, 9989, 9695, 8788, 3758, 6194, 9576, 4575, 3240]"
29,True,width=8|trace=5|power=1,free,120000,False,0.9984375,1278,1280,5.982649005509434e-05,9.999906378534422e-05,9.985027568195108e-05,4.2963890233338234e-05,6.314832845424244e-05,0.0001,10075700,120000,5825.0,18.90131519996794,"[3160, 108, 5784, 7132, 7266, 8352, 7921, 2396, 1892, 1725, 7834, 8496, 994, 1481, 2001, 6669, 786, 8688, 7797, 6705, 6704, 8977, 7843, 6530, 257, 4272, 2463, 5912, 8779, 3270, 6585, 5529, 9447, 5048, 6938, 5015, 6154, 4270, 3204, 2455, 5204, 1291, 2531, 7409, 1245, 7605, 516, 7172, 4008, 8160, 4552, 5340, 7460, 1127, 335, 1279, 3783, 1018, 136, 7851, 6739, 685, 7727, 9160, 9399, 7382, 8410, 7244, 9049, 8241, 9756, 2055, 2545, 9711, 8408, 8980, 384, 1652, 4996, 2353, 3422, 7214, 5953, 6018, 3366, 3824, 1526, 8272, 1424, 9866, 780, 2881, 3698, 5083, 2693, 3255, 9015, 963, 5479, 990, 2969, 2316, 3583, 7072, 521, 2234, 3122, 5615, 7588, 6574, 9852, 606, 6442, 583, 249, 4452, 1653, 7563, 1141, 8655, 9989, 9695, 8788, 3758, 6194, 9576, 4575, 3240]"
29,True,width=8|trace=5|power=1,plus,120000,False,0.9984375,1278,1280,9.80424532295819e-06,3.606486700678009e-05,1.962638735953993e-05,1.8648133579675287e-05,5.847169409023735e-06,2e-05,7659825,120000,1687.5,14.369271300034598,"[3160, 108, 5784, 7132, 7266, 8352, 7921, 2396, 1892, 1725, 7834, 8496, 994, 1481, 2001, 6669, 786, 8688, 7797, 6705, 6704, 8977, 7843, 6530, 257, 4272, 2463, 5912, 8779, 3270, 6585, 5529, 9447, 5048, 6938, 5015, 6154, 4270, 3204, 2455, 5204, 1291, 2531, 7409, 1245, 7605, 516, 7172, 4008, 8160, 4552, 5340, 7460, 1127, 335, 1279, 3783, 1018, 136, 7851, 6739, 685, 7727, 9160, 9399, 7382, 8410, 7244, 9049, 8241, 9756, 2055, 2545, 9711, 8408, 8980, 384, 1652, 4996, 2353, 3422, 7214, 5953, 6018, 3366, 3824, 1526, 8272, 1424, 9866, 780, 2881, 3698, 5083, 2693, 3255, 9015, 963, 5479, 990, 2969, 2316, 3583, 7072, 521, 2234, 3122, 5615, 7588, 6574, 9852, 606, 6442, 583, 249, 4452, 1653, 7563, 1141, 8655, 9989, 9695, 8788, 3758, 6194, 9576, 4575, 3240]"
29,True,width=8|trace=5|power=1,minus,120000,False,0.9984375,1278,1280,1.0037122847020233e-05,3.803282770596633e-05,1.9994005670982088e-05,1.8793106643222154e-05,5.904119902254717e-06,2e-05,7646925,120000,1675.0,13.183568999986164,"[3160, 108, 5784, 7132, 7266, 8352, 7921, 2396, 1892, 1725, 7834, 8496, 994, 1481, 2001, 6669, 786, 8688, 7797, 6705, 6704, 8977, 7843, 6530, 257, 4272, 2463, 5912, 8779, 3270, 6585, 5529, 9447, 5048, 6938, 5015, 6154, 4270, 3204, 2455, 5204, 1291, 2531, 7409, 1245, 7605, 516, 7172, 4008, 8160, 4552, 5340, 7460, 1127, 335, 1279, 3783, 1018, 136, 7851, 6739, 685, 7727, 9160, 9399, 7382, 8410, 7244, 9049, 8241, 9756, 2055, 2545, 9711, 8408, 8980, 384, 1652, 4996, 2353, 3422, 7214, 5953, 6018, 3366, 3824, 1526, 8272, 1424, 9866, 780, 2881, 3698, 5083, 2693, 3255, 9015, 963, 5479, 990, 2969, 2316, 3583, 7072, 521, 2234, 3122, 5615, 7588, 6574, 9852, 606, 6442, 583, 249, 4452, 1653, 7563, 1141, 8655, 9989, 9695, 8788, 3758, 6194, 9576, 4575, 3240]"
29,True,width=8|trace=5|power=1,free,240000,True,1.0,1280,1280,5.98275325434184e-05,9.999906378534422e-05,9.985027568195108e-05,4.3072135894579535e-05,6.298432787585448e-05,0.0001,10127950,162875,5825.0,21.32348030002322,"[3160, 108, 5784, 7132, 7266, 8352, 7921, 2396, 1892, 1725, 7834, 8496, 994, 1481, 2001, 6669, 786, 8688, 7797, 6705, 6704, 8977, 7843, 6530, 257, 4272, 2463, 5912, 8779, 3270, 6585, 5529, 9447, 5048, 6938, 5015, 6154, 4270, 3204, 2455, 5204, 1291, 2531, 7409, 1245, 7605, 516, 7172, 4008, 8160, 4552, 5340, 7460, 1127, 335, 1279, 3783, 1018, 136, 7851, 6739, 685, 7727, 9160, 9399, 7382, 8410, 7244, 9049, 8241, 9756, 2055, 2545, 9711, 8408, 8980, 384, 1652, 4996, 2353, 3422, 7214, 5953, 6018, 3366, 3824, 1526, 8272, 1424, 9866, 780, 2881, 3698, 5083, 2693, 3255, 9015, 963, 5479, 990, 2969, 2316, 3583, 7072, 521, 2234, 3122, 5615, 7588, 6574, 9852, 606, 6442, 583, 249, 4452, 1653, 7563, 1141, 8655, 9989, 9695, 8788, 3758, 6194, 9576, 4575, 3240]"
29,True,width=8|trace=5|power=1,plus,240000,True,1.0,1280,1280,9.80390665801273e-06,1.9999764457868968e-05,1.962638735953993e-05,1.8655841715432315e-05,5.847169409023735e-06,2e-05,7746050,169050,1687.5,16.884011800051667,"[3160, 108, 5784, 7132, 7266, 8352, 7921, 2396, 1892, 1725, 7834, 8496, 994, 1481, 2001, 6669, 786, 8688, 7797, 6705, 6704, 8977, 7843, 6530, 257, 4272, 2463, 5912, 8779, 3270, 6585, 5529, 9447, 5048, 6938, 5015, 6154, 4270, 3204, 2455, 5204, 1291, 2531, 7409, 1245, 7605, 516, 7172, 4008, 8160, 4552, 5340, 7460, 1127, 335, 1279, 3783, 1018, 136, 7851, 6739, 685, 7727, 9160, 9399, 7382, 8410, 7244, 9049, 8241, 9756, 2055, 2545, 9711, 8408, 8980, 384, 1652, 4996, 2353, 3422, 7214, 5953, 6018, 3366, 3824, 1526, 8272, 1424, 9866, 780, 2881, 3698, 5083, 2693, 3255, 9015, 963, 5479, 990, 2969, 2316, 3583, 7072, 521, 2234, 3122, 5615, 7588, 6574, 9852, 606, 6442, 583, 249, 4452, 1653, 7563, 1141, 8655, 9989, 9695, 8788, 3758, 6194, 9576, 4575, 3240]"
29,True,width=8|trace=5|power=1,minus,240000,True,1.0,1280,1280,1.0036736216675616e-05,1.9999298066571072e-05,1.9994005670982088e-05,1.8793106643222154e-05,5.910886348033055e-06,2e-05,7732950,168300,1675.0,15.785072200000286,"[3160, 108, 5784, 7132, 7266, 8352, 7921, 2396, 1892, 1725, 7834, 8496, 994, 1481, 2001, 6669, 786, 8688, 7797, 6705, 6704, 8977, 7843, 6530, 257, 4272, 2463, 5912, 8779, 3270, 6585, 5529, 9447, 5048, 6938, 5015, 6154, 4270, 3204, 2455, 5204, 1291, 2531, 7409, 1245, 7605, 516, 7172, 4008, 8160, 4552, 5340, 7460, 1127, 335, 1279, 3783, 1018, 136, 7851, 6739, 685, 7727, 9160, 9399, 7382, 8410, 7244, 9049, 8241, 9756, 2055, 2545, 9711, 8408, 8980, 384, 1652, 4996, 2353, 3422, 7214, 5953, 6018, 3366, 3824, 1526, 8272, 1424, 9866, 780, 2881, 3698, 5083, 2693, 3255, 9015, 963, 5479, 990, 2969, 2316, 3583, 7072, 521, 2234, 3122, 5615, 7588, 6574, 9852, 606, 6442, 583, 249, 4452, 1653, 7563, 1141, 8655, 9989, 9695, 8788, 3758, 6194, 9576, 4575, 3240]"
43,True,width=8|trace=5|power=1,free,10000,False,0.9546875,1222,1280,6.0180021555378416e-05,0.0003205378902003693,0.00015598698199334275,3.800983370666412e-05,6.780354619350873e-05,0.0001,7780650,10000,5675.0,6.779825899982825,"[501, 5391, 6529, 3653, 1452, 4121, 2236, 9661, 5192, 5446, 1054, 5930, 2880, 8707, 6560, 5753, 7741, 218, 2560, 4161, 6203, 406, 4744, 8165, 9792, 8774, 4230, 996, 1703, 8894, 1894, 579, 16, 138, 7806, 3769, 6265, 8477, 4209, 167, 8969, 8295, 5813, 8316, 7614, 1350, 6844, 9170, 5544, 9666, 1600, 6899, 3864, 2387, 5362, 1226, 2482, 2907, 8729, 3820, 4902, 6902, 4281, 9106, 4229, 625, 7356, 7383, 8042, 2616, 63, 2338, 7341, 7000, 8785, 5059, 1808, 7604, 6112, 2923, 4611, 8339, 1282, 4463, 7810, 33, 460, 679, 2796, 2655, 6185, 2801, 1338, 5404, 4300, 8383, 8951, 3790, 4941, 392, 2670, 4217, 3643, 529, 4043, 4408, 5906, 5721, 9723, 1301, 5469, 1850, 9716, 7331, 7144, 7638, 7278, 2083, 2465, 2391, 1039, 8624, 8813, 8595, 4544, 8298, 4495, 5607]"
43,True,width=8|trace=5|power=1,plus,10000,False,0.95859375,1227,1280,9.898420396662807e-06,6.539438636462164e-05,3.2502187216292255e-05,1.8855648178276198e-05,6.707053261690025e-06,2e-05,3083350,10000,925.0,3.183200899977237,"[501, 5391, 6529, 3653, 1452, 4121, 2236, 9661, 5192, 5446, 1054, 5930, 2880, 8707, 6560, 5753, 7741, 218, 2560, 4161, 6203, 406, 4744, 8165, 9792, 8774, 4230, 996, 1703, 8894, 1894, 579, 16, 138, 7806, 3769, 6265, 8477, 4209, 167, 8969, 8295, 5813, 8316, 7614, 1350, 6844, 9170, 5544, 9666, 1600, 6899, 3864, 2387, 5362, 1226, 2482, 2907, 8729, 3820, 4902, 6902, 4281, 9106, 4229, 625, 7356, 7383, 8042, 2616, 63, 2338, 7341, 7000, 8785, 5059, 1808, 7604, 6112, 2923, 4611, 8339, 1282, 4463, 7810, 33, 460, 679, 2796, 2655, 6185, 2801, 1338, 5404, 4300, 8383, 8951, 3790, 4941, 392, 2670, 4217, 3643, 529, 4043, 4408, 5906, 5721, 9723, 1301, 5469, 1850, 9716, 7331, 7144, 7638, 7278, 2083, 2465, 2391, 1039, 8624, 8813, 8595, 4544, 8298, 4495, 5607]"
43,True,width=8|trace=5|power=1,minus,10000,False,0.95859375,1227,1280,1.0264714321310793e-05,6.53390018404232e-05,3.2491577423460525e-05,1.8930637448838137e-05,6.155108993907979e-06,2e-05,3102700,10000,950.0,3.238456600054633,"[501, 5391, 6529, 3653, 1452, 4121, 2236, 9661, 5192, 5446, 1054, 5930, 2880, 8707, 6560, 5753, 7741, 218, 2560, 4161, 6203, 406, 4744, 8165, 9792, 8774, 4230, 996, 1703, 8894, 1894, 579, 16, 138, 7806, 3769, 6265, 8477, 4209, 167, 8969, 8295, 5813, 8316, 7614, 1350, 6844, 9170, 5544, 9666, 1600, 6899, 3864, 2387, 5362, 1226, 2482, 2907, 8729, 3820, 4902, 6902, 4281, 9106, 4229, 625, 7356, 7383, 8042, 2616, 63, 2338, 7341, 7000, 8785, 5059, 1808, 7604, 6112, 2923, 4611, 8339, 1282, 4463, 7810, 33, 460, 679, 2796, 2655, 6185, 2801, 1338, 5404, 4300, 8383, 8951, 3790, 4941, 392, 2670, 4217, 3643, 529, 4043, 4408, 5906, 5721, 9723, 1301, 5469, 1850, 9716, 7331, 7144, 7638, 7278, 2083, 2465, 2391, 1039, 8624, 8813, 8595, 4544, 8298, 4495, 5607]"
43,True,width=8|trace=5|power=1,free,30000,False,0.99453125,1273,1280,6.0135984816628135e-05,0.00020217913828873138,0.00010259374424086732,3.806855849768678e-05,6.745102778486175e-05,0.0001,8168200,30000,5675.0,8.122568899998441,"[501, 5391, 6529, 3653, 1452, 4121, 2236, 9661, 5192, 5446, 1054, 5930, 2880, 8707, 6560, 5753, 7741, 218, 2560, 4161, 6203, 406, 4744, 8165, 9792, 8774, 4230, 996, 1703, 8894, 1894, 579, 16, 138, 7806, 3769, 6265, 8477, 4209, 167, 8969, 8295, 5813, 8316, 7614, 1350, 6844, 9170, 5544, 9666, 1600, 6899, 3864, 2387, 5362, 1226, 2482, 2907, 8729, 3820, 4902, 6902, 4281, 9106, 4229, 625, 7356, 7383, 8042, 2616, 63, 2338, 7341, 7000, 8785, 5059, 1808, 7604, 6112, 2923, 4611, 8339, 1282, 4463, 7810, 33, 460, 679, 2796, 2655, 6185, 2801, 1338, 5404, 4300, 8383, 8951, 3790, 4941, 392, 2670, 4217, 3643, 529, 4043, 4408, 5906, 5721, 9723, 1301, 5469, 1850, 9716, 7331, 7144, 7638, 7278, 2083, 2465, 2391, 1039, 8624, 8813, 8595, 4544, 8298, 4495, 5607]"
43,True,width=8|trace=5|power=1,plus,30000,False,0.99609375,1275,1280,9.884382974801224e-06,2.8235071186140112e-05,1.9896635429044374e-05,1.881278766283673e-05,6.333495067964171e-06,2e-05,3483300,30000,925.0,4.639397499966435,"[501, 5391, 6529, 3653, 1452, 4121, 2236, 9661, 5192, 5446, 1054, 5930, 2880, 8707, 6560, 5753, 7741, 218, 2560, 4161, 6203, 406, 4744, 8165, 9792, 8774, 4230, 996, 1703, 8894, 1894, 579, 16, 138, 7806, 3769, 6265, 8477, 4209, 167, 8969, 8295, 5813, 8316, 7614, 1350, 6844, 9170, 5544, 9666, 1600, 6899, 3864, 2387, 5362, 1226, 2482, 2907, 8729, 3820, 4902, 6902, 4281, 9106, 4229, 625, 7356, 7383, 8042, 2616, 63, 2338, 7341, 7000, 8785, 5059, 1808, 7604, 6112, 2923, 4611, 8339, 1282, 4463, 7810, 33, 460, 679, 2796, 2655, 6185, 2801, 1338, 5404, 4300, 8383, 8951, 3790, 4941, 392, 2670, 4217, 3643, 529, 4043, 4408, 5906, 5721, 9723, 1301, 5469, 1850, 9716, 7331, 7144, 7638, 7278, 2083, 2465, 2391, 1039, 8624, 8813, 8595, 4544, 8298, 4495, 5607]"
43,True,width=8|trace=5|power=1,minus,30000,False,0.99609375,1275,1280,1.0251184116663778e-05,2.8478874374740632e-05,1.9990881822944936e-05,1.8891909421350616e-05,6.034068928420023e-06,2e-05,3502950,30000,950.0,4.66707690001931,"[501, 5391, 6529, 3653, 1452, 4121, 2236, 9661, 5192, 5446, 1054, 5930, 2880, 8707, 6560, 5753, 7741, 218, 2560, 4161, 6203, 406, 4744, 8165, 9792, 8774, 4230, 996, 1703, 8894, 1894, 579, 16, 138, 7806, 3769, 6265, 8477, 4209, 167, 8969, 8295, 5813, 8316, 7614, 1350, 6844, 9170, 5544, 9666, 1600, 6899, 3864, 2387, 5362, 1226, 2482, 2907, 8729, 3820, 4902, 6902, 4281, 9106, 4229, 625, 7356, 7383, 8042, 2616, 63, 2338, 7341, 7000, 8785, 5059, 1808, 7604, 6112, 2923, 4611, 8339, 1282, 4463, 7810, 33, 460, 679, 2796, 2655, 6185, 2801, 1338, 5404, 4300, 8383, 8951, 3790, 4941, 392, 2670, 4217, 3643, 529, 4043, 4408, 5906, 5721, 9723, 1301, 5469, 1850, 9716, 7331, 7144, 7638, 7278, 2083, 2465, 2391, 1039, 8624, 8813, 8595, 4544, 8298, 4495, 5607]"
43,True,width=8|trace=5|power=1,free,60000,True,1.0,1280,1280,6.013332926313799e-05,9.999828493963343e-05,9.998703404789013e-05,3.811492678269285e-05,6.736238271889679e-05,0.0001,8258975,56025,5675.0,9.441747299977578,"[501, 5391, 6529, 3653, 1452, 4121, 2236, 9661, 5192, 5446, 1054, 5930, 2880, 8707, 6560, 5753, 7741, 218, 2560, 4161, 6203, 406, 4744, 8165, 9792, 8774, 4230, 996, 1703, 8894, 1894, 579, 16, 138, 7806, 3769, 6265, 8477, 4209, 167, 8969, 8295, 5813, 8316, 7614, 1350, 6844, 9170, 5544, 9666, 1600, 6899, 3864, 2387, 5362, 1226, 2482, 2907, 8729, 3820, 4902, 6902, 4281, 9106, 4229, 625, 7356, 7383, 8042, 2616, 63, 2338, 7341, 7000, 8785, 5059, 1808, 7604, 6112, 2923, 4611, 8339, 1282, 4463, 7810, 33, 460, 679, 2796, 2655, 6185, 2801, 1338, 5404, 4300, 8383, 8951, 3790, 4941, 392, 2670, 4217, 3643, 529, 4043, 4408, 5906, 5721, 9723, 1301, 5469, 1850, 9716, 7331, 7144, 7638, 7278, 2083, 2465, 2391, 1039, 8624, 8813, 8595, 4544, 8298, 4495, 5607]"
43,True,width=8|trace=5|power=1,plus,60000,True,1.0,1280,1280,9.884323671481661e-06,1.9998159362066824e-05,1.9896635429044374e-05,1.8825131706064786e-05,6.333495067964171e-06,2e-05,3578800,52950,925.0,5.997280200012028,"[501, 5391, 6529, 3653, 1452, 4121, 2236, 9661, 5192, 5446, 1054, 5930, 2880, 8707, 6560, 5753, 7741, 218, 2560, 4161, 6203, 406, 4744, 8165, 9792, 8774, 4230, 996, 1703, 8894, 1894, 579, 16, 138, 7806, 3769, 6265, 8477, 4209, 167, 8969, 8295, 5813, 8316, 7614, 1350, 6844, 9170, 5544, 9666, 1600, 6899, 3864, 2387, 5362, 1226, 2482, 2907, 8729, 3820, 4902, 6902, 4281, 9106, 4229, 625, 7356, 7383, 8042, 2616, 63, 2338, 7341, 7000, 8785, 5059, 1808, 7604, 6112, 2923, 4611, 8339, 1282, 4463, 7810, 33, 460, 679, 2796, 2655, 6185, 2801, 1338, 5404, 4300, 8383, 8951, 3790, 4941, 392, 2670, 4217, 3643, 529, 4043, 4408, 5906, 5721, 9723, 1301, 5469, 1850, 9716, 7331, 7144, 7638, 7278, 2083, 2465, 2391, 1039, 8624, 8813, 8595, 4544, 8298, 4495, 5607]"
43,True,width=8|trace=5|power=1,minus,60000,True,1.0,1280,1280,1.0251128650417404e-05,1.9999436950407158e-05,1.9990881822944936e-05,1.8899761188950335e-05,6.034068928420023e-06,2e-05,3597825,52950,950.0,5.982866300037131,"[501, 5391, 6529, 3653, 1452, 4121, 2236, 9661, 5192, 5446, 1054, 5930, 2880, 8707, 6560, 5753, 7741, 218, 2560, 4161, 6203, 406, 4744, 8165, 9792, 8774, 4230, 996, 1703, 8894, 1894, 579, 16, 138, 7806, 3769, 6265, 8477, 4209, 167, 8969, 8295, 5813, 8316, 7614, 1350, 6844, 9170, 5544, 9666, 1600, 6899, 3864, 2387, 5362, 1226, 2482, 2907, 8729, 3820, 4902, 6902, 4281, 9106, 4229, 625, 7356, 7383, 8042, 2616, 63, 2338, 7341, 7000, 8785, 5059, 1808, 7604, 6112, 2923, 4611, 8339, 1282, 4463, 7810, 33, 460, 679, 2796, 2655, 6185, 2801, 1338, 5404, 4300, 8383, 8951, 3790, 4941, 392, 2670, 4217, 3643, 529, 4043, 4408, 5906, 5721, 9723, 1301, 5469, 1850, 9716, 7331, 7144, 7638, 7278, 2083, 2465, 2391, 1039, 8624, 8813, 8595, 4544, 8298, 4495, 5607]"
43,True,width=8|trace=5|power=1,free,120000,True,1.0,1280,1280,6.013332926313799e-05,9.999828493963343e-05,9.998703404789013e-05,3.811492678269285e-05,6.736238271889679e-05,0.0001,8258975,56025,5675.0,9.442179600009695,"[501, 5391, 6529, 3653, 1452, 4121, 2236, 9661, 5192, 5446, 1054, 5930, 2880, 8707, 6560, 5753, 7741, 218, 2560, 4161, 6203, 406, 4744, 8165, 9792, 8774, 4230, 996, 1703, 8894, 1894, 579, 16, 138, 7806, 3769, 6265, 8477, 4209, 167, 8969, 8295, 5813, 8316, 7614, 1350, 6844, 9170, 5544, 9666, 1600, 6899, 3864, 2387, 5362, 1226, 2482, 2907, 8729, 3820, 4902, 6902, 4281, 9106, 4229, 625, 7356, 7383, 8042, 2616, 63, 2338, 7341, 7000, 8785, 5059, 1808, 7604, 6112, 2923, 4611, 8339, 1282, 4463, 7810, 33, 460, 679, 2796, 2655, 6185, 2801, 1338, 5404, 4300, 8383, 8951, 3790, 4941, 392, 2670, 4217, 3643, 529, 4043, 4408, 5906, 5721, 9723, 1301, 5469, 1850, 9716, 7331, 7144, 7638, 7278, 2083, 2465, 2391, 1039, 8624, 8813, 8595, 4544, 8298, 4495, 5607]"
43,True,width=8|trace=5|power=1,plus,120000,True,1.0,1280,1280,9.884323671481661e-06,1.9998159362066824e-05,1.9896635429044374e-05,1.8825131706064786e-05,6.333495067964171e-06,2e-05,3578800,52950,925.0,5.997771299968008,"[501, 5391, 6529, 3653, 1452, 4121, 2236, 9661, 5192, 5446, 1054, 5930, 2880, 8707, 6560, 5753, 7741, 218, 2560, 4161, 6203, 406, 4744, 8165, 9792, 8774, 4230, 996, 1703, 8894, 1894, 579, 16, 138, 7806, 3769, 6265, 8477, 4209, 167, 8969, 8295, 5813, 8316, 7614, 1350, 6844, 9170, 5544, 9666, 1600, 6899, 3864, 2387, 5362, 1226, 2482, 2907, 8729, 3820, 4902, 6902, 4281, 9106, 4229, 625, 7356, 7383, 8042, 2616, 63, 2338, 7341, 7000, 8785, 5059, 1808, 7604, 6112, 2923, 4611, 8339, 1282, 4463, 7810, 33, 460, 679, 2796, 2655, 6185, 2801, 1338, 5404, 4300, 8383, 8951, 3790, 4941, 392, 2670, 4217, 3643, 529, 4043, 4408, 5906, 5721, 9723, 1301, 5469, 1850, 9716, 7331, 7144, 7638, 7278, 2083, 2465, 2391, 1039, 8624, 8813, 8595, 4544, 8298, 4495, 5607]"
43,True,width=8|trace=5|power=1,minus,120000,True,1.0,1280,1280,1.0251128650417404e-05,1.9999436950407158e-05,1.9990881822944936e-05,1.8899761188950335e-05,6.034068928420023e-06,2e-05,3597825,52950,950.0,5.983313300006557,"[501, 5391, 6529, 3653, 1452, 4121, 2236, 9661, 5192, 5446, 1054, 5930, 2880, 8707, 6560, 5753, 7741, 218, 2560, 4161, 6203, 406, 4744, 8165, 9792, 8774, 4230, 996, 1703, 8894, 1894, 579, 16, 138, 7806, 3769, 6265, 8477, 4209, 167, 8969, 8295, 5813, 8316, 7614, 1350, 6844, 9170, 5544, 9666, 1600, 6899, 3864, 2387, 5362, 1226, 2482, 2907, 8729, 3820, 4902, 6902, 4281, 9106, 4229, 625, 7356, 7383, 8042, 2616, 63, 2338, 7341, 7000, 8785, 5059, 1808, 7604, 6112, 2923, 4611, 8339, 1282, 4463, 7810, 33, 460, 679, 2796, 2655, 6185, 2801, 1338, 5404, 4300, 8383, 8951, 3790, 4941, 392, 2670, 4217, 3643, 529, 4043, 4408, 5906, 5721, 9723, 1301, 5469, 1850, 9716, 7331, 7144, 7638, 7278, 2083, 2465, 2391, 1039, 8624, 8813, 8595, 4544, 8298, 4495, 5607]"
43,True,width=8|trace=5|power=1,free,240000,True,1.0,1280,1280,6.013332926313799e-05,9.999828493963343e-05,9.998703404789013e-05,3.811492678269285e-05,6.736238271889679e-05,0.0001,8258975,56025,5675.0,9.442592700012028,"[501, 5391, 6529, 3653, 1452, 4121, 2236, 9661, 5192, 5446, 1054, 5930, 2880, 8707, 6560, 5753, 7741, 218, 2560, 4161, 6203, 406, 4744, 8165, 9792, 8774, 4230, 996, 1703, 8894, 1894, 579, 16, 138, 7806, 3769, 6265, 8477, 4209, 167, 8969, 8295, 5813, 8316, 7614, 1350, 6844, 9170, 5544, 9666, 1600, 6899, 3864, 2387, 5362, 1226, 2482, 2907, 8729, 3820, 4902, 6902, 4281, 9106, 4229, 625, 7356, 7383, 8042, 2616, 63, 2338, 7341, 7000, 8785, 5059, 1808, 7604, 6112, 2923, 4611, 8339, 1282, 4463, 7810, 33, 460, 679, 2796, 2655, 6185, 2801, 1338, 5404, 4300, 8383, 8951, 3790, 4941, 392, 2670, 4217, 3643, 529, 4043, 4408, 5906, 5721, 9723, 1301, 5469, 1850, 9716, 7331, 7144, 7638, 7278, 2083, 2465, 2391, 1039, 8624, 8813, 8595, 4544, 8298, 4495, 5607]"
43,True,width=8|trace=5|power=1,plus,240000,True,1.0,1280,1280,9.884323671481661e-06,1.9998159362066824e-05,1.9896635429044374e-05,1.8825131706064786e-05,6.333495067964171e-06,2e-05,3578800,52950,925.0,5.9982292000204325,"[501, 5391, 6529, 3653, 1452, 4121, 2236, 9661, 5192, 5446, 1054, 5930, 2880, 8707, 6560, 5753, 7741, 218, 2560, 4161, 6203, 406, 4744, 8165, 9792, 8774, 4230, 996, 1703, 8894, 1894, 579, 16, 138, 7806, 3769, 6265, 8477, 4209, 167, 8969, 8295, 5813, 8316, 7614, 1350, 6844, 9170, 5544, 9666, 1600, 6899, 3864, 2387, 5362, 1226, 2482, 2907, 8729, 3820, 4902, 6902, 4281, 9106, 4229, 625, 7356, 7383, 8042, 2616, 63, 2338, 7341, 7000, 8785, 5059, 1808, 7604, 6112, 2923, 4611, 8339, 1282, 4463, 7810, 33, 460, 679, 2796, 2655, 6185, 2801, 1338, 5404, 4300, 8383, 8951, 3790, 4941, 392, 2670, 4217, 3643, 529, 4043, 4408, 5906, 5721, 9723, 1301, 5469, 1850, 9716, 7331, 7144, 7638, 7278, 2083, 2465, 2391, 1039, 8624, 8813, 8595, 4544, 8298, 4495, 5607]"
