profile,topology,seed,random_index,n_nodes,n_dampers,damping_trace,calibration_minimum_visibility,unseen_minimum_visibility,unseen_minimum_decay_rate,unseen_all_observable,damping_nodes
paper,sparse_16,43,5,16,4,0.1,0.041398511119159966,0.04137601143365539,2.1273806396548967e-05,True,"3,6,10,14"
paper,sparse_16,43,6,16,4,0.1,0.10838224845763472,0.10793703173754743,0.00014555736498705896,True,"6,13,14,15"
paper,sparse_16,43,7,16,4,0.1,0.16617594502919802,0.16528863218138276,0.0003411000644943374,True,"8,10,11,12"
paper,sparse_16,43,8,16,4,0.1,0.06339292427453518,0.06324127809316367,4.9973787606905073e-05,True,"0,9,12,13"
paper,sparse_16,43,9,16,4,0.1,0.033464047080043455,0.03288371734501735,1.3497780712579122e-05,True,"0,8,11,12"
paper,sparse_16,43,10,16,4,0.1,0.18402690644505676,0.18390671062348035,0.00042259563129459776,True,"3,9,12,15"
paper,sparse_16,43,11,16,4,0.1,0.08064806631289685,0.07737374968416981,7.421398246615363e-05,True,"0,3,10,11"
paper,sparse_16,43,12,16,4,0.1,0.15991465122505358,0.1598355195031787,0.00031926593242687096,True,"5,9,12,14"
paper,sparse_16,43,13,16,4,0.1,0.17953006702751115,0.17938406097050297,0.0004021248208104511,True,"0,5,8,13"
paper,sparse_16,43,14,16,4,0.1,0.22458160141955127,0.22441332729064242,0.0006293202994976099,True,"3,8,9,15"
paper,sparse_16,43,15,16,4,0.1,0.17737692175594177,0.17723998368495575,0.0003926054706857862,True,"8,10,12,14"
paper,sparse_16,43,16,16,4,0.1,0.20976642648189972,0.20976539292217142,0.0005498456456540235,True,"0,3,9,11"
paper,sparse_16,43,17,16,4,0.1,0.15142853673128914,0.1515361903429347,0.0002865616786641989,True,"3,8,11,14"
paper,sparse_16,43,18,16,4,0.1,0.15549997730139037,0.15541752570251907,0.0003018428505757176,True,"0,5,13,15"
paper,sparse_16,43,19,16,4,0.1,0.21405317365186194,0.21308183862518804,0.0005669507262101581,True,"3,8,10,11"
paper,sparse_16,43,20,16,4,0.1,0.0691960542762637,0.06900569550812212,5.949453895717771e-05,True,"0,6,9,10"
paper,sparse_16,43,21,16,4,0.1,0.1369842790062069,0.13639603135221562,0.00023249536673106141,True,"9,11,12,14"
paper,sparse_16,43,22,16,4,0.1,0.21315844848050988,0.212640106611072,0.0005649725265528538,True,"8,11,13,15"
paper,sparse_16,43,23,16,4,0.1,0.21477562817097645,0.21468333679432536,0.0005758764055293075,True,"0,3,11,13"
paper,sparse_16,43,24,16,4,0.1,0.14730187412033074,0.147254189662771,0.0002709637784182317,True,"5,10,13,15"
paper,sparse_16,43,25,16,4,0.1,0.10515175778065568,0.10429366567126136,0.0001357838348008955,True,"0,8,11,15"
paper,sparse_16,43,26,16,4,0.1,0.13973373567928463,0.13942015655463535,0.00024245007803208596,True,"6,9,11,13"
paper,sparse_16,43,27,16,4,0.1,0.13486214849285555,0.1313349617066497,0.00021545120877802804,True,"0,5,8,14"
paper,sparse_16,43,28,16,4,0.1,0.14465276277414138,0.1446153845800999,0.00026134145235123807,True,"5,9,13,15"
paper,sparse_16,43,29,16,4,0.1,0.1354464360020232,0.13500142831864154,0.00022776131014556888,True,"8,9,12,14"
paper,sparse_16,43,30,16,4,0.1,0.04100410799271578,0.040877094891235644,2.0879537593332387e-05,True,"6,9,10,12"
paper,sparse_16,43,31,16,4,0.1,0.14570391285795267,0.14565970905783357,0.00026513137543829335,True,"5,6,12,15"
paper,sparse_16,43,32,16,4,0.1,0.05375659050064354,0.05245986646739992,3.439318334980124e-05,True,"0,3,10,12"
paper,sparse_16,43,33,16,4,0.1,0.1664434868028934,0.16143346793886357,0.0003006069364530628,True,"3,6,12,15"
paper,sparse_16,43,34,16,4,0.1,0.1450628590723172,0.14501584341880838,0.00026279216838920316,True,"5,6,13,15"
paper,sparse_16,43,35,16,4,0.1,0.13335554207731862,0.13321977706042348,0.00022179135954336626,True,"0,10,13,14"
paper,sparse_16,43,36,16,4,0.1,0.19199210303248246,0.1919017124192306,0.0004600181480149401,True,"5,8,13,14"
paper,sparse_16,43,37,16,4,0.1,0.1451797776347208,0.14514503300514808,0.00026326037643351063,True,"5,6,9,15"
paper,sparse_16,43,38,16,4,0.1,0.13114786193424044,0.13104880451651973,0.00021462430286189882,True,"0,9,12,14"
paper,sparse_16,43,39,16,4,0.1,0.12660612280793357,0.12494549567045071,0.0001949561722750237,True,"0,5,8,10"
paper,sparse_16,43,40,16,4,0.1,0.11203548288126362,0.11197873071374205,0.00015669752411429094,True,"5,6,9,12"
paper,sparse_16,43,41,16,4,0.1,0.15170473611435387,0.14946038249963792,0.0002792415184109387,True,"5,8,10,12"
paper,sparse_16,43,42,16,4,0.1,0.10411423720772696,0.10346376549599241,0.00013370319835934175,True,"0,8,12,15"
paper,sparse_16,43,43,16,4,0.1,0.14714458214994708,0.14651844298594555,0.0002663722572962268,True,"5,11,12,15"
paper,sparse_16,43,44,16,4,0.1,0.057555709251433336,0.056844236167648485,4.035290161519267e-05,True,"0,6,9,11"
paper,sparse_16,43,45,16,4,0.1,0.14874583937402042,0.1473675104906396,0.00027127436581864117,True,"8,12,13,14"
paper,sparse_16,43,46,16,4,0.1,0.15033703947917662,0.1464934881510728,0.0002609099220406974,True,"0,3,5,15"
paper,sparse_16,43,47,16,4,0.1,0.050396790479977076,0.05011419534727295,3.1353504013953426e-05,True,"0,9,11,12"
paper,sparse_16,43,48,16,4,0.1,0.122989949463141,0.12061373261599477,0.000181769086322503,True,"8,9,13,15"
paper,sparse_16,43,49,16,4,0.1,0.11484838745766798,0.11475859068612129,0.00016456897281136307,True,"5,9,10,12"
paper,sparse_16,43,50,16,4,0.1,0.17010940069381295,0.16967574244080894,0.0003597494533760376,True,"5,8,9,14"
paper,sparse_16,43,51,16,4,0.1,0.11063547883870026,0.10985939140492561,0.0001497488290971294,True,"0,8,13,15"
paper,sparse_16,43,52,16,4,0.1,0.1992161006613673,0.19877281802701505,0.0004933321768914867,True,"5,9,10,11"
paper,sparse_16,43,53,16,4,0.1,0.20289570661614453,0.20255283089563134,0.0005121640727317189,True,"0,3,8,12"
paper,sparse_16,43,54,16,4,0.1,0.16919795139561425,0.1689653263400216,0.00035462662577573356,True,"3,13,14,15"
paper,sparse_16,43,55,16,4,0.1,0.21846869201555072,0.21822319542435353,0.00059507102954659,True,"11,12,13,14"
paper,sparse_16,43,56,16,4,0.1,0.06810274211322452,0.0679237300669578,5.764261412544158e-05,True,"0,9,10,13"
paper,sparse_16,43,57,16,4,0.1,0.2118354947832384,0.21120698197472176,0.0005571976738859286,True,"0,10,11,14"
paper,sparse_16,43,58,16,4,0.1,0.1116999830262701,0.1109381016965158,0.00015363806986160022,True,"0,9,11,15"
paper,sparse_16,43,59,16,4,0.1,0.14834215706816176,0.14767869522935007,0.000272486893209134,True,"5,6,8,15"
paper,sparse_16,43,60,16,4,0.1,0.04350477702193389,0.04244023417237181,2.2493015132796224e-05,True,"0,6,8,11"
paper,sparse_16,43,61,16,4,0.1,0.20668401937897538,0.20647807654898404,0.0005326784271496299,True,"3,8,10,12"
paper,sparse_16,43,62,16,4,0.1,0.2018817040889666,0.20184832888105234,0.000509211839156809,True,"0,3,9,14"
paper,sparse_16,43,63,16,4,0.1,0.1451267815177767,0.144562891392849,0.0002601811579604485,True,"0,13,14,15"
paper,sparse_16,71,0,16,4,0.1,0.15946565213134056,0.15943391947433336,0.0003176023802022865,True,"3,4,9,10"
paper,sparse_16,71,1,16,4,0.1,0.15517050258322485,0.1550984223704073,0.0003006853792321684,True,"7,11,14,15"
paper,sparse_16,71,2,16,4,0.1,0.17145309225676691,0.17144748766369716,0.0003671921498029085,True,"5,9,13,14"
paper,sparse_16,71,3,16,4,0.1,0.165119849432689,0.1652369537294981,0.0003407069466849766,True,"3,10,13,15"
paper,sparse_16,71,4,16,4,0.1,0.1197036348321778,0.11968892197950358,0.00017902675762432319,True,"0,11,12,14"
paper,sparse_16,71,5,16,4,0.1,0.09184414640223472,0.09186810796320673,0.00010545947852208526,True,"5,11,13,14"
paper,sparse_16,71,6,16,4,0.1,0.12115402835176697,0.12113385235077367,0.00018337467507029137,True,"0,11,12,13"
paper,sparse_16,71,7,16,4,0.1,0.1874034297845272,0.18738524653477426,0.0004387278826705199,True,"5,9,11,13"
paper,sparse_16,71,8,16,4,0.1,0.1319617898266742,0.13184049739339906,0.00021697742851320423,True,"0,5,7,10"
paper,sparse_16,71,9,16,4,0.1,0.12160468418965299,0.12155517229478262,0.0001846864502847989,True,"5,7,11,14"
paper,sparse_16,71,10,16,4,0.1,0.18677614768914547,0.18676450778032866,0.0004356821930020516,True,"5,7,9,13"
paper,sparse_16,71,11,16,4,0.1,0.15263090983549338,0.1527863594464418,0.00029141140942148813,True,"3,4,7,10"
paper,sparse_16,71,12,16,4,0.1,0.13296661869199056,0.13290913605572785,0.0002208009440797798,True,"5,7,14,15"
paper,sparse_16,71,13,16,4,0.1,0.13116355098544183,0.13108911315044475,0.00021480017778663374,True,"4,7,10,11"
paper,sparse_16,71,14,16,4,0.1,0.15788236393312446,0.15782194611596892,0.00031129446012295725,True,"3,4,5,7"
paper,sparse_16,71,15,16,4,0.1,0.10772431560633695,0.10804248749787806,0.00014584638037878905,True,"3,4,5,14"
paper,sparse_16,71,16,16,4,0.1,0.18296306942714172,0.18281192102414417,0.00041766790047215174,True,"0,7,11,15"
paper,sparse_16,71,17,16,4,0.1,0.11158592892638279,0.11173608852997569,0.000156025351463418,True,"0,3,10,14"
paper,sparse_16,71,18,16,4,0.1,0.12010507361985691,0.12067648364795934,0.00018170224689920134,True,"0,3,7,14"
paper,sparse_16,71,19,16,4,0.1,0.09578009102647204,0.09576480964202994,0.00011459867113500222,True,"0,11,13,14"
paper,sparse_16,71,20,16,4,0.1,0.15793240968135955,0.15792433039344597,0.00031171928401887983,True,"9,11,14,15"
paper,sparse_16,71,21,16,4,0.1,0.14542136377966156,0.14539319000681594,0.00026421357549916147,True,"5,7,9,11"
paper,sparse_16,71,22,16,4,0.1,0.12006247336834967,0.1203512374321791,0.00018096690363894608,True,"0,4,12,14"
paper,sparse_16,71,23,16,4,0.1,0.21073735110338077,0.2106966808686675,0.0005546961037606879,True,"9,11,13,15"
paper,sparse_16,71,24,16,4,0.1,0.10407883908414542,0.10430961371006076,0.00013597324378822329,True,"3,5,12,13"
paper,sparse_16,71,25,16,4,0.1,0.11086037092528234,0.1109627838344496,0.00015384174269972295,True,"0,3,7,15"
paper,sparse_16,71,26,16,4,0.1,0.10504709587797761,0.10500439354774883,0.00013781594336154113,True,"4,5,10,11"
paper,sparse_16,71,27,16,4,0.1,0.21149843159117587,0.21143735988928583,0.0005583450839717063,True,"3,5,13,15"
paper,sparse_16,71,28,16,4,0.1,0.10338093332771447,0.10338973087687947,0.0001335756308765701,True,"0,5,11,13"
paper,sparse_16,71,29,16,4,0.1,0.13232042366917818,0.13231611670933424,0.00021881657572031532,True,"5,9,10,15"
paper,sparse_16,71,30,16,4,0.1,0.13857012078501116,0.1376128589212331,0.00023536845279947816,True,"3,9,12,14"
paper,sparse_16,71,31,16,4,0.1,0.17048621733032582,0.16890167256133362,0.00035660137204407416,True,"3,9,10,15"
paper,sparse_16,71,32,16,4,0.1,0.14817008399391104,0.1481992506322287,0.00027431896465546224,True,"5,11,12,15"
paper,sparse_16,71,33,16,4,0.1,0.17354648442006299,0.17720075696266063,0.00039027767234511845,True,"0,3,9,14"
paper,sparse_16,71,34,16,4,0.1,0.15633218713277244,0.15628475032327208,0.0003049644287080877,True,"0,7,9,10"
paper,sparse_16,71,35,16,4,0.1,0.17973119366012594,0.17970493575343213,0.0004035795622366889,True,"3,9,14,15"
paper,sparse_16,71,36,16,4,0.1,0.14143257195991304,0.1413579567335574,0.0002485956838833292,True,"4,10,11,12"
paper,sparse_16,71,37,16,4,0.1,0.16609584462495874,0.16573695232720168,0.00034322238857556475,True,"3,7,11,15"
paper,sparse_16,71,38,16,4,0.1,0.12422400090025663,0.12434112871929562,0.00019315153505061744,True,"0,4,11,14"
paper,sparse_16,71,39,16,4,0.1,0.19044615152527736,0.19064863076957753,0.0004538947319712161,True,"4,12,14,15"
paper,sparse_16,71,40,16,4,0.1,0.18733894964238615,0.18724507932292164,0.0004380787986799639,True,"4,9,13,15"
paper,sparse_16,71,41,16,4,0.1,0.1667171791381834,0.17616857975806507,0.0003844125999517001,True,"0,3,9,13"
paper,sparse_16,71,42,16,4,0.1,0.14483966746217083,0.14398879592552535,0.0002589476923453571,True,"0,3,5,9"
paper,sparse_16,71,43,16,4,0.1,0.17374914284967874,0.18122554818237152,0.00041050616576232546,True,"7,9,10,12"
paper,sparse_16,71,44,16,4,0.1,0.11815419758659972,0.118372008812008,0.00017510710652118844,True,"0,3,5,10"
paper,sparse_16,71,45,16,4,0.1,0.11118529557328903,0.11137472159230727,0.0001549809266603308,True,"0,3,4,14"
paper,sparse_16,71,46,16,4,0.1,0.09834130610973223,0.09855526627766714,0.00012139225528562392,True,"0,5,12,13"
paper,sparse_16,71,47,16,4,0.1,0.17149600434114412,0.17148349148912115,0.0003675321546920962,True,"3,9,11,14"
paper,sparse_16,71,48,16,4,0.1,0.14822219825252278,0.1481447137600982,0.00027414144808257657,True,"0,3,7,10"
paper,sparse_16,71,49,16,4,0.1,0.13255916061906028,0.1324843176277287,0.00021939357341729804,True,"4,5,7,11"
paper,sparse_16,71,50,16,4,0.1,0.1433027778272056,0.1431898897997839,0.0002559919440848768,True,"0,5,10,15"
paper,sparse_16,71,51,16,4,0.1,0.09042336047106297,0.09052404556824964,0.00010241718721254456,True,"0,12,13,14"
paper,sparse_16,71,52,16,4,0.1,0.13579004855782592,0.1358185009385997,0.00023042031605408075,True,"0,7,12,15"
paper,sparse_16,71,53,16,4,0.1,0.14689587442757432,0.1467745752969287,0.00026908693017022034,True,"0,5,14,15"
paper,sparse_16,71,54,16,4,0.1,0.10071305031916063,0.10064776979630527,0.0001265334607437052,True,"5,9,11,14"
paper,sparse_16,71,55,16,4,0.1,0.13834183394968677,0.13838561643765313,0.0002393445736326716,True,"10,11,12,13"
paper,sparse_16,71,56,16,4,0.1,0.023625041212248215,0.03500621320217682,1.5313538396871662e-05,True,"0,9,12,15"
paper,sparse_16,71,57,16,4,0.1,0.20609452994217475,0.20607341183980935,0.0005302627622142952,True,"3,5,9,13"
paper,sparse_16,71,58,16,4,0.1,0.13357945902057294,0.1339823796905146,0.00022352745992254563,True,"5,7,12,14"
paper,sparse_16,71,59,16,4,0.1,0.1533093902909187,0.15164909050275444,0.00028743497006131213,True,"3,10,12,15"
paper,sparse_16,71,60,16,4,0.1,0.08520265267164177,0.08535266034896473,9.103770363672048e-05,True,"0,3,5,14"
paper,sparse_16,71,61,16,4,0.1,0.14343689955822658,0.14387469632354172,0.00025832347127432986,True,"0,7,12,14"
paper,sparse_16,71,62,16,4,0.1,0.1348427790241041,0.13483421405548074,0.00022722355989654441,True,"9,10,14,15"
paper,sparse_16,71,63,16,4,0.1,0.15548290771443016,0.1537576081888679,0.00029549776488813073,True,"3,5,12,15"
paper,sparse_16,97,0,16,4,0.1,0.2468719713123021,0.24659840892854182,0.0007593861799420065,True,"7,10,12,14"
paper,sparse_16,97,1,16,4,0.1,0.19673556808909956,0.1967461116525516,0.0004838116448523666,True,"0,5,6,8"
paper,sparse_16,97,2,16,4,0.1,0.08170720371778702,0.08165714000343174,8.330772417788901e-05,True,"4,6,10,12"
paper,sparse_16,97,3,16,4,0.1,0.21947452184667532,0.21954283178692835,0.0006012570631040992,True,"5,12,13,14"
paper,sparse_16,97,4,16,4,0.1,0.12634415560961879,0.12367029352013674,0.00019098362486494325,True,"6,10,12,15"
paper,sparse_16,97,5,16,4,0.1,0.09046843629983402,0.09036139218497338,0.0001018373399858663,True,"0,5,7,12"
paper,sparse_16,97,6,16,4,0.1,0.23112121696240373,0.23071918879686443,0.0006651115211837311,True,"4,6,7,14"
paper,sparse_16,97,7,16,4,0.1,0.22213914186608366,0.22238528243033331,0.0006170955322162275,True,"8,13,14,15"
paper,sparse_16,97,8,16,4,0.1,0.2581401860966523,0.25769676367088834,0.0008291027469446988,True,"4,6,7,10"
paper,sparse_16,97,9,16,4,0.1,0.07854075957514885,0.0783747581260198,7.673494697518768e-05,True,"0,6,10,12"
paper,sparse_16,97,10,16,4,0.1,0.023428954411756093,0.023817798500402474,7.08692264797528e-06,True,"0,4,6,14"
paper,sparse_16,97,11,16,4,0.1,0.27872494675782156,0.27917042918626434,0.0009714513282082227,True,"0,7,10,12"
paper,sparse_16,97,12,16,4,0.1,0.14138747313126684,0.14154745383229195,0.00024965547593069903,True,"6,12,13,15"
paper,sparse_16,97,13,16,4,0.1,0.1803720157369401,0.17906796911934794,0.00040045605788210925,True,"4,6,8,14"
paper,sparse_16,97,14,16,4,0.1,0.1102830201056645,0.1080320894130907,0.00014579878414970604,True,"0,12,14,15"
paper,sparse_16,97,15,16,4,0.1,0.20140705115450258,0.2020824078369934,0.0005094651935232813,True,"0,1,10,15"
paper,sparse_16,97,16,16,4,0.1,0.17610252168525925,0.17650301192065335,0.00038884804554159547,True,"0,1,10,14"
paper,sparse_16,97,17,16,4,0.1,0.25470138250777946,0.25338994013287297,0.0008021419021024961,True,"1,5,6,14"
paper,sparse_16,97,18,16,4,0.1,0.10621836587877655,0.10650023659940969,0.00014116584688872447,True,"0,10,13,14"
paper,sparse_16,97,19,16,4,0.1,0.26184639555109124,0.2613556027310535,0.000852695496150746,True,"4,7,10,12"
paper,sparse_16,97,20,16,4,0.1,0.10978992836042477,0.1090431345177494,0.0001484932725167032,True,"0,1,10,13"
paper,sparse_16,97,21,16,4,0.1,0.21320644523467802,0.21243346138958927,0.000564032676868248,True,"0,8,10,15"
paper,sparse_16,97,22,16,4,0.1,0.24274310185187653,0.24250842442310885,0.0007345662777248352,True,"7,8,10,14"
paper,sparse_16,97,23,16,4,0.1,0.19757842735418163,0.19772992201320555,0.0004863121202788867,True,"1,4,10,13"
paper,sparse_16,97,24,16,4,0.1,0.13494021348086252,0.13522669695576253,0.00022844262608973098,True,"5,6,7,13"
paper,sparse_16,97,25,16,4,0.1,0.13325598857435964,0.1321106451699033,0.00021793918779688948,True,"4,5,6,12"
paper,sparse_16,97,26,16,4,0.1,0.09482752239960486,0.09476700971451035,0.00011220935089786832,True,"5,6,8,12"
paper,sparse_16,97,27,16,4,0.1,0.29008211217004415,0.28969771432481745,0.0010481209629681632,True,"4,7,10,14"
paper,sparse_16,97,28,16,4,0.1,0.2280347842510244,0.22797156811726058,0.0006491898944868679,True,"6,7,14,15"
paper,sparse_16,97,29,16,4,0.1,0.2664525003198563,0.26467628371249347,0.0008747741860053448,True,"1,5,10,12"
paper,sparse_16,97,30,16,4,0.1,0.2441915808177449,0.24424684990149076,0.0007452883621044126,True,"1,5,6,8"
paper,sparse_16,97,31,16,4,0.1,0.10224018127163399,0.10258510385357121,0.00013038727098785285,True,"0,4,12,13"
paper,sparse_16,97,32,16,4,0.1,0.19205028233604785,0.1904642259645955,0.0004530258695741307,True,"0,7,13,15"
paper,sparse_16,97,33,16,4,0.1,0.2443709770293486,0.24408349145130137,0.0007440150093530884,True,"6,7,10,13"
paper,sparse_16,97,34,16,4,0.1,0.20389800000186703,0.20244198337537464,0.0005116225885692383,True,"0,1,13,15"
paper,sparse_16,97,35,16,4,0.1,0.22935423774619623,0.22926790332484218,0.0006567405088702682,True,"7,8,13,15"
paper,sparse_16,97,36,16,4,0.1,0.26217793186905297,0.2621564633819151,0.0008585928603367377,True,"5,7,14,15"
paper,sparse_16,97,37,16,4,0.1,0.11055313118905773,0.11057101817856223,0.00015278549859859547,True,"1,7,8,13"
paper,sparse_16,97,38,16,4,0.1,0.05447898250684302,0.05430033356985307,3.685312168152932e-05,True,"0,4,6,12"
paper,sparse_16,97,39,16,4,0.1,0.21550731104932275,0.2149457967303789,0.0005775020034063105,True,"0,5,10,15"
paper,sparse_16,97,40,16,4,0.1,0.20556336470769138,0.20499577628155524,0.000525026549988053,True,"0,4,8,15"
paper,sparse_16,97,41,16,4,0.1,0.06553343322340956,0.065528699575514,5.365612241649276e-05,True,"0,4,6,10"
paper,sparse_16,97,42,16,4,0.1,0.17618934816504914,0.1756161817075999,0.0003852548757690144,True,"0,4,5,13"
paper,sparse_16,97,43,16,4,0.1,0.1680297938357342,0.16532928614427517,0.00034035524731224065,True,"1,5,12,15"
paper,sparse_16,97,44,16,4,0.1,0.10608833968880638,0.1059186745021154,0.00013996642738745707,True,"0,1,5,7"
paper,sparse_16,97,45,16,4,0.1,0.12976610615000356,0.1301591171745915,0.0002114713122433054,True,"5,8,14,15"
paper,sparse_16,97,46,16,4,0.1,0.2038630574243268,0.20238110772189039,0.0005117084440587338,True,"4,5,10,14"
paper,sparse_16,97,47,16,4,0.1,0.3015614219018842,0.30206473501749204,0.0011393270683600076,True,"5,7,10,12"
paper,sparse_16,97,48,16,4,0.1,0.2081676021804423,0.20782762403027036,0.0005391677208235746,True,"7,8,10,12"
paper,sparse_16,97,49,16,4,0.1,0.21669743876934625,0.21316866061470627,0.0005666105752878403,True,"0,7,14,15"
paper,sparse_16,97,50,16,4,0.1,0.11808462098647964,0.11765831048062612,0.00017268252407193208,True,"5,7,10,13"
paper,sparse_16,97,51,16,4,0.1,0.1622346945427047,0.16153710222126316,0.00032598305040443254,True,"5,7,12,13"
paper,sparse_16,97,52,16,4,0.1,0.10721228115657683,0.10680778640856368,0.0001423275544028546,True,"0,1,6,7"
paper,sparse_16,97,53,16,4,0.1,0.11509510919786553,0.11521899353177295,0.00016562513880466478,True,"5,6,8,14"
paper,sparse_16,97,54,16,4,0.1,0.21848670042084137,0.21500869412518572,0.0005775979749104154,True,"4,5,14,15"
paper,sparse_16,97,55,16,4,0.1,0.16824523522993878,0.1679697329712747,0.0003524356557463304,True,"1,4,8,12"
paper,sparse_16,97,56,16,4,0.1,0.12199894292839994,0.12203298132372227,0.0001860897804110695,True,"5,6,12,15"
paper,sparse_16,97,57,16,4,0.1,0.1635900445850717,0.1601891634898675,0.00031986723142540113,True,"1,4,7,15"
paper,sparse_16,97,58,16,4,0.1,0.1739700245686845,0.17368772568265006,0.00037698628977275717,True,"6,7,12,14"
paper,sparse_16,97,59,16,4,0.1,0.20787168989873467,0.20818786127215333,0.0005407990977755184,True,"0,8,10,13"
paper,sparse_16,97,60,16,4,0.1,0.21003320494360628,0.20960030870874843,0.0005486669956139278,True,"0,8,12,15"
paper,sparse_16,97,61,16,4,0.1,0.24827827403332586,0.24794329971088155,0.0007676534713141336,True,"7,10,12,13"
paper,sparse_16,97,62,16,4,0.1,0.18747942622367697,0.18756665972519623,0.0004394470186530469,True,"0,5,10,14"
paper,sparse_16,97,63,16,4,0.1,0.11232743678530928,0.11153347093538886,0.0001552954676607432,True,"4,6,7,12"
paper,sparse_25,17,0,25,5,0.1,0.1676848218892672,0.16769157873712937,0.0002811260563233553,True,"2,4,10,21,23"
paper,sparse_25,17,1,25,5,0.1,0.18154366954895632,0.18187392411008285,0.0003306608172481962,True,"4,10,14,20,22"
paper,sparse_25,17,2,25,5,0.1,0.2008232030382222,0.2011016795637633,0.00040410973295756936,True,"0,9,15,20,23"
paper,sparse_25,17,3,25,5,0.1,0.2313396645560279,0.23140992857885467,0.0005349298724002319,True,"1,3,4,16,20"
paper,sparse_25,17,4,25,5,0.1,0.11470971116594757,0.11470181608288398,0.0001314272302179731,True,"11,15,16,18,22"
paper,sparse_25,17,5,25,5,0.1,0.15990901345174924,0.16424757126728942,0.0002693161333323646,True,"7,15,18,20,24"
paper,sparse_25,17,6,25,5,0.1,0.13507691244166226,0.13507939963303775,0.0001824305147740679,True,"3,10,14,19,23"
paper,sparse_25,17,7,25,5,0.1,0.1348144883268232,0.13473044562978007,0.00018141309566593877,True,"0,9,11,19,22"
paper,sparse_25,17,8,25,5,0.1,0.16111556666315555,0.1610015813753043,0.0002590671563618696,True,"3,7,10,15,16"
paper,sparse_25,17,9,25,5,0.1,0.21836048027883245,0.21851629710753612,0.0004773387295071707,True,"4,10,14,18,24"
paper,sparse_25,17,10,25,5,0.1,0.14364677965363387,0.14524108365220334,0.00021092104438558135,True,"2,15,16,22,24"
paper,sparse_25,17,11,25,5,0.1,0.13577705232375278,0.13585141783570062,0.00018425903279667422,True,"9,14,17,18,19"
paper,sparse_25,17,12,25,5,0.1,0.17930311897493267,0.1794604710541606,0.00032174540272103536,True,"0,1,17,19,22"
paper,sparse_25,17,13,25,5,0.1,0.1206110504813237,0.12087025789567662,0.00014590249542100614,True,"0,4,14,19,20"
paper,sparse_25,17,14,25,5,0.1,0.14872759974966354,0.14939319308884294,0.000223065965355429,True,"0,2,17,18,23"
paper,sparse_25,17,15,25,5,0.1,0.13620979831027089,0.13643864479441817,0.00018551765811153365,True,"7,10,11,16,17"
paper,sparse_25,17,16,25,5,0.1,0.13866179529354733,0.13882410704982412,0.00019252726787066972,True,"1,3,9,14,18"
paper,sparse_25,17,17,25,5,0.1,0.16278282735944824,0.16287170241187912,0.00026522841056234037,True,"0,10,11,23,24"
paper,sparse_25,17,18,25,5,0.1,0.10394851742501307,0.10420177803901536,0.00010811349089895339,True,"4,11,17,18,19"
paper,sparse_25,17,19,25,5,0.1,0.1077639297607924,0.10763625478338887,0.00011583130028836042,True,"0,3,9,18,24"
paper,sparse_25,17,20,25,5,0.1,0.0946658900749778,0.09459713640091359,8.934916406433402e-05,True,"7,9,15,18,24"
paper,sparse_25,17,21,25,5,0.1,0.22607511334189473,0.22625131552582425,0.0005116581763342232,True,"9,11,14,19,23"
paper,sparse_25,17,22,25,5,0.1,0.1525628033270089,0.15266936560064312,0.00023298615472838735,True,"2,4,14,20,21"
paper,sparse_25,17,23,25,5,0.1,0.13958480567631093,0.13985425170949417,0.00019548160871140502,True,"2,9,18,21,22"
paper,sparse_25,17,24,25,5,0.1,0.12010719919540547,0.12036751686934974,0.00014468810637824348,True,"0,2,4,14,20"
paper,sparse_25,17,25,25,5,0.1,0.2264841605749287,0.22657859750039697,0.0005132970407599746,True,"3,11,15,18,24"
paper,sparse_25,17,26,25,5,0.1,0.15440944656534875,0.15448299722695974,0.000238561790794789,True,"3,7,9,11,22"
paper,sparse_25,17,27,25,5,0.1,0.19748497641959856,0.1975123307053181,0.0003899870150375073,True,"9,10,11,22,23"
paper,sparse_25,17,28,25,5,0.1,0.17858427170026145,0.17861116634561247,0.00031894166717619243,True,"4,11,18,20,23"
paper,sparse_25,17,29,25,5,0.1,0.20949827465699128,0.20956580133035907,0.0004390702986081796,True,"1,2,11,19,22"
paper,sparse_25,17,30,25,5,0.1,0.17649255737677697,0.17615857378562666,0.00031018258661813514,True,"3,9,11,14,20"
paper,sparse_25,17,31,25,5,0.1,0.2026289931712294,0.20254983186945955,0.0004100067392522333,True,"3,4,14,15,18"
paper,sparse_25,17,32,25,5,0.1,0.10747123062448011,0.10782366696667336,0.00011616634323274866,True,"2,4,7,9,18"
paper,sparse_25,17,33,25,5,0.1,0.11609514919258081,0.11603536013590059,0.0001345851518132768,True,"9,11,15,19,22"
paper,sparse_25,17,34,25,5,0.1,0.17314873133471875,0.1731546713063874,0.00029973351874269805,True,"0,1,10,15,17"
paper,sparse_25,17,35,25,5,0.1,0.15995269608097162,0.1603828622595205,0.00025648261284533236,True,"2,4,10,14,18"
paper,sparse_25,17,36,25,5,0.1,0.18736889474284818,0.18748127433106238,0.0003512126218666034,True,"4,7,9,17,18"
paper,sparse_25,17,37,25,5,0.1,0.11092278215591544,0.11084429964510528,0.00012280023292587927,True,"0,1,20,22,23"
paper,sparse_25,17,38,25,5,0.1,0.23060372911000082,0.23060204279083324,0.0005311866689042127,True,"1,2,4,9,15"
