profile,dataset,seed,chain_size,support_width,damping_trace,dt,physical_time,steps_per_phase,dynamic_vs_exact_centered_gradient_error,plus_state_vs_exact_error,minus_state_vs_exact_error,plus_residual,minus_residual,plus_velocity_norm,minus_velocity_norm,maximum_relative_split_energy_balance_error,median_relative_split_energy_balance_error,mean_dissipated_energy_two_phases,free_exact_residual,plus_exact_residual,minus_exact_residual,gradient_difference_vs_finest_dt,plus_state_difference_vs_finest_dt,minus_state_difference_vs_finest_dt
paper,spirals,29,17,6,5.0,0.2,1200.0,6000,0.10170518097279248,2.068976900090659e-05,2.095855245946339e-05,9.47050578952292e-06,9.601669548966771e-06,5.665754295640385e-06,7.007074096199566e-06,0.00713621344223833,0.006786448867413203,0.001798835300050132,1.8404942629708763e-16,1.765059825578534e-16,2.637324013145942e-16,0.009501809131467519,3.524016767708693e-06,3.859719928394803e-06
paper,spirals,29,17,6,5.0,0.1,1200.0,12000,0.09861974393619162,1.8997185039822306e-05,1.8922639517271665e-05,9.079740958941224e-06,9.04760734207164e-06,8.856203330607855e-06,1.0281181885137931e-05,0.0017840529708214238,0.0016966117938968304,0.0018080289899983404,1.8404942629708763e-16,1.765059825578534e-16,2.637324013145942e-16,0.005858445974385191,2.405676576152824e-06,2.4060141725437728e-06
paper,spirals,29,17,6,5.0,0.05,1200.0,24000,0.09648410698342483,1.8449070960777116e-05,1.8291194114554354e-05,8.875268525422122e-06,8.80797487771026e-06,9.652365584672756e-06,1.1075645203947017e-05,0.0004460132187348376,0.00042415292179004963,0.001810327411719325,1.8404942629708763e-16,1.765059825578534e-16,2.637324013145942e-16,0.0,0.0,0.0
paper,spirals,29,17,8,5.0,0.2,1200.0,6000,0.0043503970140137274,7.956856334698094e-07,8.713097468832568e-07,8.235725916383306e-07,8.110027764120728e-07,7.35013850419785e-07,7.148894622838877e-07,0.007136592432026178,0.006786849325911634,0.0017988346520920013,1.8404942629708763e-16,1.765059825578534e-16,2.637324013145942e-16,0.0014800079397299193,4.0703754605816333e-07,3.987782637588935e-07
paper,spirals,29,17,8,5.0,0.1,1200.0,12000,0.004887711158774752,9.141081005902377e-07,9.880630709125336e-07,7.349148087889919e-07,7.183222529332083e-07,6.282746079372004e-07,5.936112783909374e-07,0.0017841480066077353,0.0016967122074350235,0.0018080288879244082,1.8404942629708763e-16,1.765059825578534e-16,2.637324013145942e-16,0.0008495293448525955,3.550367448538386e-07,3.472433448411719e-07
paper,spirals,29,17,8,5.0,0.05,1200.0,24000,0.0048359502514683525,9.409951010827334e-07,1.0136488863705526e-06,6.986895487326225e-07,6.820693120449978e-07,5.9640596476232e-07,5.588984856873252e-07,0.00044603699487018875,0.00042417804365652543,0.0018103274466696984,1.8404942629708763e-16,1.765059825578534e-16,2.637324013145942e-16,0.0,0.0,0.0
paper,spirals,43,17,1,5.0,0.2,1200.0,6000,3.5603709089171502,0.0006583924243993679,0.0006554781979170921,0.00039464472408915765,0.0003954819464894151,0.0004742193123734649,0.000473684815616812,0.006831042426726087,0.006481104797634831,0.0018832992545405286,1.4945176381517665e-16,1.6187860978467424e-16,2.301020332116944e-16,0.32344574612347016,0.00025024850865431475,0.0002517211429971634
paper,spirals,43,17,1,5.0,0.1,1200.0,12000,3.7015283210791483,0.0006843575561329845,0.0006830233561656224,0.0004158560397589473,0.0004156804357886123,0.00048420032083352913,0.00048264424145485205,0.0017078193633491624,0.0016203156625767454,0.0018924823613317048,1.4945176381517665e-16,1.6187860978467424e-16,2.301020332116944e-16,0.13618996557779137,0.00016771450417111427,0.00016741930549888406
paper,spirals,43,17,1,5.0,0.05,1200.0,24000,3.59292715910445,0.000690361368730925,0.000689460275773236,0.00040474680356655774,0.0004042817001622407,0.00047742607099275413,0.0004754328665215798,0.0004269535860605757,0.00040508018000874905,0.0018947781645224128,1.4945176381517665e-16,1.6187860978467424e-16,2.301020332116944e-16,0.0,0.0,0.0
paper,spirals,43,17,6,5.0,0.2,1200.0,6000,0.04685869399812551,6.097981466446232e-06,6.424849002921403e-06,2.692741210951104e-06,2.9726386164147938e-06,6.133683273612533e-06,6.519486247108054e-06,0.006832239586765831,0.006482370839390098,0.001883480624020118,1.4945176381517665e-16,1.6187860978467424e-16,2.301020332116944e-16,0.015559289508642212,2.1576845761103536e-06,2.177843862567388e-06
