profile,seed,chain_size,variant,eta,n_damped,base_damping_trace,slow_mode_index,slow_mode_frequency,first_order_decay_coefficient,first_order_predicted_decay_rate,exact_decay_rate,relative_prediction_error,exact_free_residual
paper,17,5,paper_boundary,0.03,2,0.7,2,1.2814690610286117,0.0505829379227163,0.001517488137681489,0.0015174201690908995,4.4790195654107204e-05,1.2418805885383885e-16
paper,17,5,uniform_trace,0.0001,5,0.7,1,0.8032110094065366,0.06999999999999998,6.999999999999998e-06,6.999999999908047e-06,1.3135907950726443e-11,1.2418805885383885e-16
paper,17,5,uniform_trace,0.0003,5,0.7,1,0.8032110094065366,0.06999999999999998,2.0999999999999992e-05,2.099999999991036e-05,4.268239356116671e-12,1.2418805885383885e-16
paper,17,5,uniform_trace,0.001,5,0.7,1,0.8032110094065366,0.06999999999999998,6.999999999999998e-05,6.999999999989062e-05,1.5622191660331316e-12,1.2418805885383885e-16
paper,17,5,uniform_trace,0.003,5,0.7,1,0.8032110094065366,0.06999999999999998,0.00020999999999999995,0.0002099999999999238,3.6269144103384146e-13,1.2418805885383885e-16
paper,17,5,uniform_trace,0.01,5,0.7,1,0.8032110094065366,0.06999999999999998,0.0006999999999999998,0.0006999999999998916,1.5457625259150482e-13,1.2418805885383885e-16
paper,17,5,uniform_trace,0.03,5,0.7,1,0.8032110094065366,0.06999999999999998,0.0020999999999999994,0.0020999999999999574,2.0031925853541707e-14,1.2418805885383885e-16
paper,17,9,single_terminal,0.0001,1,0.7,8,2.05491685701924,0.003123700896072716,3.1237008960727163e-07,3.1237008835254833e-07,4.016784385642616e-09,8.362734666696147e-17
paper,17,9,single_terminal,0.0003,1,0.7,8,2.05491685701924,0.003123700896072716,9.371102688218147e-07,9.371102354299504e-07,3.5632801666452906e-08,8.362734666696147e-17
paper,17,9,single_terminal,0.001,1,0.7,8,2.05491685701924,0.003123700896072716,3.123700896072716e-06,3.1236996600252868e-06,3.9569967501972016e-07,8.362734666696147e-17
