profile,seed,chain_size,beta,requested_tolerance,plus_converged,minus_converged,both_converged,plus_steps,minus_steps,gradient_cosine,dynamic_vs_implicit_relative_error,dynamic_vs_centered_relative_error,exact_truncation_relative_error,state_error_bound_relative,residual_bound_relative,residual_relaxation_bound_relative,state_error_bound_holds,residual_bound_holds,plus_state_frobenius_error,minus_state_frobenius_error,plus_parameter_map_lipschitz,minus_parameter_map_lipschitz,plus_endpoint_curvature,minus_endpoint_curvature,minimum_endpoint_curvature,global_strong_convexity_lower_bound,floor_only_strong_convexity_margin,achieved_max_residual,achieved_max_velocity
paper,17,5,0.035,3e-05,True,True,True,750,750,0.9999978770161216,0.0025387471699711895,0.0001828386611842032,0.002494800575434768,0.003188786176846177,0.011079519999365786,0.008584719423931018,True,True,3.646730513754903e-05,4.4727657752464556e-05,0.3389515391425845,0.338905174505845,0.24485768212557313,0.23173421083909534,0.23173421083909534,0.17791398515282805,0.015,2.3111561927338742e-05,1.7458382223411336e-05
paper,17,5,0.02,3e-05,True,True,True,675,675,0.9999996862744601,0.0009154136270578983,0.00032298102850073895,0.0008153138410627068,0.0019692995025658916,0.013651380255202746,0.012836066414140038,True,True,3.691058111358968e-05,4.02398183669688e-05,0.33894201271548197,0.33891551721635405,0.24210624721773777,0.2346449712766659,0.2346449712766659,0.19291398515282807,0.030000000000000002,2.131501393418931e-05,1.7756832287118284e-05
paper,17,5,0.01,3e-05,True,True,True,600,600,0.9999998181527269,0.0006695868983129465,0.0005874195023551165,0.00020389000182897445,0.002360330037641126,0.02198024502350894,0.021776355021679968,True,True,3.563443626769259e-05,3.64504681732792e-05,0.3389355330415535,0.33892229880152835,0.24028105774838834,0.23657554129323619,0.23657554129323619,0.20291398515282805,0.04,1.9419126044706422e-05,1.839666493641607e-05
paper,17,5,0.005,3e-05,True,True,True,550,550,0.9999995315897902,0.0009941467613178861,0.001000713893662526,5.0976331423677755e-05,0.0045198832369721656,0.05049466949893939,0.050443693167515714,True,True,3.93997171185184e-05,3.5292934314551935e-05,0.3389322551968039,0.3389256516278137,0.23937355713967318,0.23755062125472493,0.23755062125472493,0.20791398515282805,0.045000000000000005,2.3188484771171104e-05,1.5511489896135846e-05
paper,17,9,0.12,0.003,True,True,True,700,775,0.989594955721576,0.15739310343917085,0.03362958848882463,0.15275391980539582,0.5534066942027144,4.1967387100505515,4.043984790245156,True,True,0.011582333296625398,0.010204340340569919,0.33857353654482797,0.3385599048720315,0.2535861201364963,0.23150766828765335,0.23150766828765335,0.09291398515282806,-0.06999999999999999,0.0026436793915610426,0.002911879979558846
paper,17,9,0.08,0.003,True,True,True,575,650,0.9905315225283527,0.15220717207986525,0.1435189576769331,0.06725071109946491,0.6676713666473096,3.8991183703176437,3.831867659218179,True,True,0.012392352597759346,0.009374033770886588,0.3385717637271503,0.33856251147484084,0.25071554433114684,0.2352661434024958,0.2352661434024958,0.13291398515282804,-0.03,0.002395363209368431,0.0025954321445319515
paper,17,9,0.05,0.003,True,True,True,525,525,0.991365444897294,0.19406871768101494,0.18995251632598834,0.026126397130602545,0.8991525238402103,4.714111582146556,4.687985185015953,True,True,0.009984114469741335,0.009796411959948997,0.3385703095157385,0.33856539267908664,0.2482630495145249,0.23841084548236102,0.23841084548236102,0.16291398515282807,0.0,0.0022950773037870536,0.002642226871073638
paper,17,9,0.035,0.003,True,True,True,450,425,0.9566060041362741,0.3006096272818772,0.30123329276168215,0.012777481362291225,1.3137197534128375,6.39104110744533,6.378263626083039,True,True,0.010336366496832705,0.010296790940702518,0.3385717508714541,0.3385655113607149,0.24693803790808447,0.23999949750240948,0.23999949750240948,0.17791398515282805,0.015,0.0024549375897742,0.00252232424337614
paper,17,9,0.02,0.003,True,True,True,375,350,0.8312296743160217,0.6756786199885992,0.6762052545611471,0.004166946589225939,2.4488964334876515,10.297532628283053,10.293365681693828,True,True,0.010891391828970559,0.01126505658052204,0.33857136016227474,0.3385664374992524,0.24554894567344576,0.24156899827445313,0.24156899827445313,0.19291398515282807,0.030000000000000002,0.002437014739765855,0.002798292000446388
paper,17,9,0.01,0.003,True,True,True,250,250,0.8037071655173978,1.4404881555938274,1.4404251664950525,0.0010412494451374603,5.803746129914939,19.76557910508377,19.764537855638636,True,True,0.013059075803903366,0.01323577279186877,0.33856818446080283,0.3385682022440244,0.24458906318089776,0.24259639576009182,0.24259639576009182,0.20291398515282805,0.04,0.0022984753101181975,0.002389579841385443
